khipu_id,total_cords,max_level,total_tests,total_matches,overall_match_rate,has_multi_level_summation,levels_tested,level_statistics,error
1000038,5.0,2.0,2.0,0.0,0.0,False,1.0,"{'level_2.0': {'tests_performed': 2, 'matches': 0, 'match_rate': 0.0, 'avg_difference': nan, 'avg_confidence': 1.0}}",
1000039,64.0,1.0,0.0,0.0,0.0,False,0.0,{},
1000040,101.0,2.0,12.0,1.0,0.08333333333333333,False,1.0,"{'level_2.0': {'tests_performed': 12, 'matches': 1, 'match_rate': 0.08333333333333333, 'avg_difference': 233.25, 'avg_confidence': 1.0}}",
1000041,48.0,1.0,0.0,0.0,0.0,False,0.0,{},
1000042,73.0,2.0,7.0,0.0,0.0,False,1.0,"{'level_2.0': {'tests_performed': 7, 'matches': 0, 'match_rate': 0.0, 'avg_difference': 251.42857142857142, 'avg_confidence': 1.0}}",
1000043,21.0,2.0,9.0,0.0,0.0,False,1.0,"{'level_2.0': {'tests_performed': 9, 'matches': 0, 'match_rate': 0.0, 'avg_difference': 466.6666666666667, 'avg_confidence': 1.0}}",
1000044,28.0,2.0,12.0,0.0,0.0,False,1.0,"{'level_2.0': {'tests_performed': 12, 'matches': 0, 'match_rate': 0.0, 'avg_difference': 258.3333333333333, 'avg_confidence': 1.0}}",
1000045,314.0,2.0,32.0,2.0,0.0625,False,1.0,"{'level_2.0': {'tests_performed': 32, 'matches': 2, 'match_rate': 0.0625, 'avg_difference': 247.03125, 'avg_confidence': 1.0}}",
1000046,20.0,2.0,1.0,0.0,0.0,False,1.0,"{'level_2.0': {'tests_performed': 1, 'matches': 0, 'match_rate': 0.0, 'avg_difference': 140.0, 'avg_confidence': 1.0}}",
1000047,71.0,2.0,26.0,0.0,0.0,False,1.0,"{'level_2.0': {'tests_performed': 26, 'matches': 0, 'match_rate': 0.0, 'avg_difference': nan, 'avg_confidence': 1.0}}",
1000048,21.0,1.0,0.0,0.0,0.0,False,0.0,{},
1000049,22.0,2.0,9.0,0.0,0.0,False,1.0,"{'level_2.0': {'tests_performed': 9, 'matches': 0, 'match_rate': 0.0, 'avg_difference': nan, 'avg_confidence': 1.0}}",
1000050,54.0,2.0,5.0,0.0,0.0,False,1.0,"{'level_2.0': {'tests_performed': 5, 'matches': 0, 'match_rate': 0.0, 'avg_difference': 339.8, 'avg_confidence': 1.0}}",
1000051,29.0,1.0,0.0,0.0,0.0,False,0.0,{},
1000052,42.0,3.0,7.0,1.0,0.14285714285714285,True,2.0,"{'level_2.0': {'tests_performed': 6, 'matches': 1, 'match_rate': 0.16666666666666666, 'avg_difference': 31.0, 'avg_confidence': 1.0}, 'level_3.0': {'tests_performed': 1, 'matches': 0, 'match_rate': 0.0, 'avg_difference': 49.0, 'avg_confidence': 1.0}}",
1000053,287.0,1.0,0.0,0.0,0.0,False,0.0,{},
1000054,20.0,1.0,0.0,0.0,0.0,False,0.0,{},
1000055,11.0,2.0,4.0,0.0,0.0,False,1.0,"{'level_2.0': {'tests_performed': 4, 'matches': 0, 'match_rate': 0.0, 'avg_difference': 225.0, 'avg_confidence': 1.0}}",
1000056,42.0,1.0,0.0,0.0,0.0,False,0.0,{},
1000057,163.0,1.0,0.0,0.0,0.0,False,0.0,{},
1000058,53.0,2.0,15.0,0.0,0.0,False,1.0,"{'level_2.0': {'tests_performed': 15, 'matches': 0, 'match_rate': 0.0, 'avg_difference': 146.46666666666667, 'avg_confidence': 1.0}}",
1000059,15.0,2.0,2.0,0.0,0.0,False,1.0,"{'level_2.0': {'tests_performed': 2, 'matches': 0, 'match_rate': 0.0, 'avg_difference': 394.5, 'avg_confidence': 1.0}}",
1000060,27.0,3.0,10.0,1.0,0.1,True,2.0,"{'level_2.0': {'tests_performed': 9, 'matches': 1, 'match_rate': 0.1111111111111111, 'avg_difference': 127.55555555555556, 'avg_confidence': 0.8777777777777778}, 'level_3.0': {'tests_performed': 1, 'matches': 0, 'match_rate': 0.0, 'avg_difference': 200.0, 'avg_confidence': 1.0}}",
1000061,7.0,3.0,2.0,0.0,0.0,True,2.0,"{'level_2.0': {'tests_performed': 1, 'matches': 0, 'match_rate': 0.0, 'avg_difference': 400.0, 'avg_confidence': 1.0}, 'level_3.0': {'tests_performed': 1, 'matches': 0, 'match_rate': 0.0, 'avg_difference': 540.0, 'avg_confidence': 1.0}}",
1000062,7.0,3.0,2.0,0.0,0.0,True,2.0,"{'level_2.0': {'tests_performed': 1, 'matches': 0, 'match_rate': 0.0, 'avg_difference': 400.0, 'avg_confidence': 1.0}, 'level_3.0': {'tests_performed': 1, 'matches': 0, 'match_rate': 0.0, 'avg_difference': 500.0, 'avg_confidence': 1.0}}",
1000063,357.0,2.0,18.0,1.0,0.05555555555555555,False,1.0,"{'level_2.0': {'tests_performed': 18, 'matches': 1, 'match_rate': 0.05555555555555555, 'avg_difference': nan, 'avg_confidence': 1.0}}",
1000064,23.0,1.0,0.0,0.0,0.0,False,0.0,{},
1000065,101.0,1.0,0.0,0.0,0.0,False,0.0,{},
1000066,7.0,1.0,0.0,0.0,0.0,False,0.0,{},
1000067,13.0,2.0,1.0,0.0,0.0,False,1.0,"{'level_2.0': {'tests_performed': 1, 'matches': 0, 'match_rate': 0.0, 'avg_difference': 1320.0, 'avg_confidence': 1.0}}",
1000068,8.0,1.0,0.0,0.0,0.0,False,0.0,{},
1000069,6.0,2.0,1.0,0.0,0.0,False,1.0,"{'level_2.0': {'tests_performed': 1, 'matches': 0, 'match_rate': 0.0, 'avg_difference': 100.0, 'avg_confidence': 1.0}}",
1000070,11.0,2.0,2.0,0.0,0.0,False,1.0,"{'level_2.0': {'tests_performed': 2, 'matches': 0, 'match_rate': 0.0, 'avg_difference': 780.5, 'avg_confidence': 1.0}}",
1000071,55.0,1.0,0.0,0.0,0.0,False,0.0,{},
1000072,13.0,1.0,0.0,0.0,0.0,False,0.0,{},
1000073,11.0,1.0,0.0,0.0,0.0,False,0.0,{},
1000074,20.0,2.0,1.0,0.0,0.0,False,1.0,"{'level_2.0': {'tests_performed': 1, 'matches': 0, 'match_rate': 0.0, 'avg_difference': nan, 'avg_confidence': 0.9710000000000001}}",
1000075,11.0,2.0,3.0,0.0,0.0,False,1.0,"{'level_2.0': {'tests_performed': 3, 'matches': 0, 'match_rate': 0.0, 'avg_difference': 1300.0, 'avg_confidence': 1.0}}",
1000076,36.0,2.0,4.0,0.0,0.0,False,1.0,"{'level_2.0': {'tests_performed': 4, 'matches': 0, 'match_rate': 0.0, 'avg_difference': 1475.0, 'avg_confidence': 1.0}}",
1000077,281.0,2.0,1.0,0.0,0.0,False,1.0,"{'level_2.0': {'tests_performed': 1, 'matches': 0, 'match_rate': 0.0, 'avg_difference': 20.0, 'avg_confidence': 1.0}}",
1000078,9.0,2.0,1.0,0.0,0.0,False,1.0,"{'level_2.0': {'tests_performed': 1, 'matches': 0, 'match_rate': 0.0, 'avg_difference': 500.0, 'avg_confidence': 1.0}}",
1000079,94.0,2.0,10.0,1.0,0.1,False,1.0,"{'level_2.0': {'tests_performed': 10, 'matches': 1, 'match_rate': 0.1, 'avg_difference': nan, 'avg_confidence': 1.0}}",
1000080,35.0,1.0,0.0,0.0,0.0,False,0.0,{},
1000081,28.0,2.0,4.0,0.0,0.0,False,1.0,"{'level_2.0': {'tests_performed': 4, 'matches': 0, 'match_rate': 0.0, 'avg_difference': 610.0, 'avg_confidence': 1.0}}",
1000082,16.0,1.0,0.0,0.0,0.0,False,0.0,{},
1000083,157.0,3.0,35.0,3.0,0.08571428571428572,True,2.0,"{'level_2.0': {'tests_performed': 26, 'matches': 0, 'match_rate': 0.0, 'avg_difference': 301.53846153846155, 'avg_confidence': 1.0}, 'level_3.0': {'tests_performed': 9, 'matches': 3, 'match_rate': 0.3333333333333333, 'avg_difference': 146.44444444444446, 'avg_confidence': 1.0}}",
1000084,6.0,1.0,0.0,0.0,0.0,False,0.0,{},
1000085,289.0,2.0,10.0,1.0,0.1,False,1.0,"{'level_2.0': {'tests_performed': 10, 'matches': 1, 'match_rate': 0.1, 'avg_difference': 128.9, 'avg_confidence': 1.0}}",
1000086,14.0,1.0,0.0,0.0,0.0,False,0.0,{},
1000087,28.0,2.0,12.0,7.0,0.5833333333333334,False,1.0,"{'level_2.0': {'tests_performed': 12, 'matches': 7, 'match_rate': 0.5833333333333334, 'avg_difference': 15.583333333333334, 'avg_confidence': 1.0}}",
1000088,195.0,1.0,0.0,0.0,0.0,False,0.0,{},
1000089,287.0,2.0,81.0,2.0,0.024691358024691357,False,1.0,"{'level_2.0': {'tests_performed': 81, 'matches': 2, 'match_rate': 0.024691358024691357, 'avg_difference': nan, 'avg_confidence': 0.9975308641975308}}",
1000090,15.0,2.0,2.0,0.0,0.0,False,1.0,"{'level_2.0': {'tests_performed': 2, 'matches': 0, 'match_rate': 0.0, 'avg_difference': nan, 'avg_confidence': 1.0}}",
1000091,49.0,2.0,2.0,0.0,0.0,False,1.0,"{'level_2.0': {'tests_performed': 2, 'matches': 0, 'match_rate': 0.0, 'avg_difference': 595.0, 'avg_confidence': 1.0}}",
1000092,13.0,1.0,0.0,0.0,0.0,False,0.0,{},
1000093,23.0,2.0,1.0,1.0,1.0,False,1.0,"{'level_2.0': {'tests_performed': 1, 'matches': 1, 'match_rate': 1.0, 'avg_difference': 0.0, 'avg_confidence': 1.0}}",
1000094,285.0,3.0,80.0,0.0,0.0,True,2.0,"{'level_2.0': {'tests_performed': 79, 'matches': 0, 'match_rate': 0.0, 'avg_difference': 317.2911392405063, 'avg_confidence': 1.0}, 'level_3.0': {'tests_performed': 1, 'matches': 0, 'match_rate': 0.0, 'avg_difference': 539.0, 'avg_confidence': 1.0}}",
1000096,1831.0,3.0,94.0,3.0,0.031914893617021274,True,2.0,"{'level_2.0': {'tests_performed': 86, 'matches': 3, 'match_rate': 0.03488372093023256, 'avg_difference': nan, 'avg_confidence': 0.9860465116279069}, 'level_3.0': {'tests_performed': 8, 'matches': 0, 'match_rate': 0.0, 'avg_difference': nan, 'avg_confidence': 1.0}}",
1000097,87.0,3.0,17.0,0.0,0.0,True,2.0,"{'level_2.0': {'tests_performed': 15, 'matches': 0, 'match_rate': 0.0, 'avg_difference': nan, 'avg_confidence': 1.0}, 'level_3.0': {'tests_performed': 2, 'matches': 0, 'match_rate': 0.0, 'avg_difference': 529.5, 'avg_confidence': 1.0}}",
1000098,49.0,2.0,9.0,0.0,0.0,False,1.0,"{'level_2.0': {'tests_performed': 9, 'matches': 0, 'match_rate': 0.0, 'avg_difference': nan, 'avg_confidence': 1.0}}",
1000099,43.0,1.0,0.0,0.0,0.0,False,0.0,{},
1000100,25.0,1.0,0.0,0.0,0.0,False,0.0,{},
1000101,28.0,2.0,3.0,0.0,0.0,False,1.0,"{'level_2.0': {'tests_performed': 3, 'matches': 0, 'match_rate': 0.0, 'avg_difference': nan, 'avg_confidence': 1.0}}",
1000103,541.0,2.0,83.0,16.0,0.1927710843373494,False,1.0,"{'level_2.0': {'tests_performed': 83, 'matches': 16, 'match_rate': 0.1927710843373494, 'avg_difference': nan, 'avg_confidence': 1.0}}",
1000105,12.0,1.0,0.0,0.0,0.0,False,0.0,{},
1000106,18.0,1.0,0.0,0.0,0.0,False,0.0,{},
1000107,15.0,1.0,0.0,0.0,0.0,False,0.0,{},
1000108,25.0,1.0,0.0,0.0,0.0,False,0.0,{},
1000109,10.0,3.0,2.0,0.0,0.0,False,1.0,"{'level_2.0': {'tests_performed': 2, 'matches': 0, 'match_rate': 0.0, 'avg_difference': 275.5, 'avg_confidence': 1.0}}",
1000110,21.0,1.0,0.0,0.0,0.0,False,0.0,{},
1000111,11.0,2.0,1.0,0.0,0.0,False,1.0,"{'level_2.0': {'tests_performed': 1, 'matches': 0, 'match_rate': 0.0, 'avg_difference': 80.0, 'avg_confidence': 1.0}}",
1000112,4.0,1.0,0.0,0.0,0.0,False,0.0,{},
1000113,35.0,1.0,0.0,0.0,0.0,False,0.0,{},
1000114,14.0,2.0,1.0,0.0,0.0,False,1.0,"{'level_2.0': {'tests_performed': 1, 'matches': 0, 'match_rate': 0.0, 'avg_difference': 700.0, 'avg_confidence': 1.0}}",
1000115,190.0,2.0,6.0,0.0,0.0,False,1.0,"{'level_2.0': {'tests_performed': 6, 'matches': 0, 'match_rate': 0.0, 'avg_difference': 950.8333333333334, 'avg_confidence': 1.0}}",
1000116,20.0,1.0,0.0,0.0,0.0,False,0.0,{},
1000117,18.0,2.0,4.0,0.0,0.0,False,1.0,"{'level_2.0': {'tests_performed': 4, 'matches': 0, 'match_rate': 0.0, 'avg_difference': nan, 'avg_confidence': 1.0}}",
1000118,30.0,1.0,0.0,0.0,0.0,False,0.0,{},
1000119,62.0,1.0,0.0,0.0,0.0,False,0.0,{},
1000120,90.0,2.0,2.0,0.0,0.0,False,1.0,"{'level_2.0': {'tests_performed': 2, 'matches': 0, 'match_rate': 0.0, 'avg_difference': 485.0, 'avg_confidence': 1.0}}",
1000121,123.0,2.0,11.0,0.0,0.0,False,1.0,"{'level_2.0': {'tests_performed': 11, 'matches': 0, 'match_rate': 0.0, 'avg_difference': 155.63636363636363, 'avg_confidence': 1.0}}",
1000122,18.0,1.0,0.0,0.0,0.0,False,0.0,{},
1000123,20.0,1.0,0.0,0.0,0.0,False,0.0,{},
1000124,112.0,1.0,0.0,0.0,0.0,False,0.0,{},
1000125,41.0,3.0,11.0,0.0,0.0,True,2.0,"{'level_2.0': {'tests_performed': 10, 'matches': 0, 'match_rate': 0.0, 'avg_difference': 457.0, 'avg_confidence': 1.0}, 'level_3.0': {'tests_performed': 1, 'matches': 0, 'match_rate': 0.0, 'avg_difference': 319.0, 'avg_confidence': 1.0}}",
1000126,47.0,3.0,18.0,2.0,0.1111111111111111,True,2.0,"{'level_2.0': {'tests_performed': 14, 'matches': 1, 'match_rate': 0.07142857142857142, 'avg_difference': nan, 'avg_confidence': 1.0}, 'level_3.0': {'tests_performed': 4, 'matches': 1, 'match_rate': 0.25, 'avg_difference': 12.25, 'avg_confidence': 1.0}}",
1000127,118.0,2.0,23.0,0.0,0.0,False,1.0,"{'level_2.0': {'tests_performed': 23, 'matches': 0, 'match_rate': 0.0, 'avg_difference': 479.6521739130435, 'avg_confidence': 1.0}}",
1000128,40.0,2.0,15.0,1.0,0.06666666666666667,False,1.0,"{'level_2.0': {'tests_performed': 15, 'matches': 1, 'match_rate': 0.06666666666666667, 'avg_difference': 61.86666666666667, 'avg_confidence': 1.0}}",
1000129,3.0,1.0,0.0,0.0,0.0,False,0.0,{},
1000130,9.0,2.0,2.0,0.0,0.0,False,1.0,"{'level_2.0': {'tests_performed': 2, 'matches': 0, 'match_rate': 0.0, 'avg_difference': 30.0, 'avg_confidence': 1.0}}",
1000131,65.0,1.0,0.0,0.0,0.0,False,0.0,{},
1000132,34.0,2.0,16.0,1.0,0.0625,False,1.0,"{'level_2.0': {'tests_performed': 16, 'matches': 1, 'match_rate': 0.0625, 'avg_difference': nan, 'avg_confidence': 1.0}}",
1000133,18.0,1.0,0.0,0.0,0.0,False,0.0,{},
1000134,8.0,1.0,0.0,0.0,0.0,False,0.0,{},
1000135,16.0,1.0,0.0,0.0,0.0,False,0.0,{},
1000136,5.0,1.0,0.0,0.0,0.0,False,0.0,{},
1000137,27.0,2.0,1.0,1.0,1.0,False,1.0,"{'level_2.0': {'tests_performed': 1, 'matches': 1, 'match_rate': 1.0, 'avg_difference': 0.0, 'avg_confidence': 1.0}}",
1000138,33.0,2.0,10.0,1.0,0.1,False,1.0,"{'level_2.0': {'tests_performed': 10, 'matches': 1, 'match_rate': 0.1, 'avg_difference': 167.9, 'avg_confidence': 1.0}}",
1000139,21.0,2.0,2.0,0.0,0.0,False,1.0,"{'level_2.0': {'tests_performed': 2, 'matches': 0, 'match_rate': 0.0, 'avg_difference': 294.5, 'avg_confidence': 1.0}}",
1000140,362.0,3.0,89.0,4.0,0.0449438202247191,True,2.0,"{'level_2.0': {'tests_performed': 82, 'matches': 3, 'match_rate': 0.036585365853658534, 'avg_difference': nan, 'avg_confidence': 1.0}, 'level_3.0': {'tests_performed': 7, 'matches': 1, 'match_rate': 0.14285714285714285, 'avg_difference': 131.0, 'avg_confidence': 1.0}}",
1000141,9.0,1.0,0.0,0.0,0.0,False,0.0,{},
1000142,18.0,1.0,0.0,0.0,0.0,False,0.0,{},
1000143,30.0,1.0,0.0,0.0,0.0,False,0.0,{},
1000144,125.0,3.0,22.0,1.0,0.045454545454545456,True,2.0,"{'level_2.0': {'tests_performed': 21, 'matches': 1, 'match_rate': 0.047619047619047616, 'avg_difference': nan, 'avg_confidence': 1.0}, 'level_3.0': {'tests_performed': 1, 'matches': 0, 'match_rate': 0.0, 'avg_difference': 570.0, 'avg_confidence': 1.0}}",
1000145,24.0,2.0,1.0,0.0,0.0,False,1.0,"{'level_2.0': {'tests_performed': 1, 'matches': 0, 'match_rate': 0.0, 'avg_difference': 200.0, 'avg_confidence': 1.0}}",
1000146,59.0,4.0,24.0,1.0,0.041666666666666664,True,3.0,"{'level_2.0': {'tests_performed': 22, 'matches': 1, 'match_rate': 0.045454545454545456, 'avg_difference': nan, 'avg_confidence': 1.0}, 'level_3.0': {'tests_performed': 1, 'matches': 0, 'match_rate': 0.0, 'avg_difference': 48.0, 'avg_confidence': 1.0}, 'level_4.0': {'tests_performed': 1, 'matches': 0, 'match_rate': 0.0, 'avg_difference': 199.0, 'avg_confidence': 1.0}}",
1000147,338.0,4.0,80.0,1.0,0.0125,True,3.0,"{'level_2.0': {'tests_performed': 66, 'matches': 1, 'match_rate': 0.015151515151515152, 'avg_difference': nan, 'avg_confidence': 1.0}, 'level_3.0': {'tests_performed': 11, 'matches': 0, 'match_rate': 0.0, 'avg_difference': nan, 'avg_confidence': 1.0}, 'level_4.0': {'tests_performed': 3, 'matches': 0, 'match_rate': 0.0, 'avg_difference': 153.33333333333334, 'avg_confidence': 1.0}}",
1000148,303.0,3.0,44.0,1.0,0.022727272727272728,True,2.0,"{'level_2.0': {'tests_performed': 35, 'matches': 1, 'match_rate': 0.02857142857142857, 'avg_difference': 303.25714285714287, 'avg_confidence': 1.0}, 'level_3.0': {'tests_performed': 9, 'matches': 0, 'match_rate': 0.0, 'avg_difference': nan, 'avg_confidence': 1.0}}",
1000149,15.0,1.0,0.0,0.0,0.0,False,0.0,{},
